external_gene_name,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
Myo1b,0.9644,0.035599999999999965,3.2991602379193363,0.000213256,0.00010065553,0.0,0.25,1.9658233,2.1001086,1.5733638,-4.7207603,6.436984,0.7933194154488484,0.9371454504196817,0.42693110647181415,0.2914908100748619,1.9952076535565404,0.8756581410425196,True,1 vs Rest,1,Rest
Naxe,0.9644,0.035599999999999965,3.2991602379193363,3.3223227e-05,0.000133606,0.0,0.25,-1.8583344,-1.8344321,1.0356228,-5.165264,1.7400446,0.14300626304801675,1.7800317676424073,0.11586638830897726,0.625777172679612,0.3056917465071308,1.2909703447365977,True,1 vs Rest,1,Rest
Dctn3,0.9644,0.035599999999999965,3.2991602379193363,7.5627795e-05,0.00022867147,0.0,0.25,-1.5790008,-1.6118069,0.76492625,-3.7327156,1.1831541,0.3736951983298527,3.329022010437876,0.25991649269310985,0.8284547311092636,0.8670470631609825,2.408302897412981,True,1 vs Rest,1,Rest
Ccl11,0.9644,0.035599999999999965,3.2991602379193363,0.00034100816,0.00013742998,0.0,0.25,2.689225,2.8741894,2.5813308,-8.4183855,12.313715,1.4843423799582425,1.2571363739505288,0.3350730688935268,0.11386430678466299,3.816527240857552,1.3118432191886125,True,1 vs Rest,1,Rest
Zfp260,0.9644,0.035599999999999965,3.2991602379193363,0.0001943895,8.2583916e-05,0.0,0.25,1.3009698,1.2797532,0.6234217,-0.64288044,4.565386,0.6670146137787025,0.9346948037211448,0.449895615866386,0.5408214204672726,1.8207961748297232,0.7860123355615758,True,1 vs Rest,1,Rest
Pigyl,0.9644,0.035599999999999965,3.2991602379193363,2.809044e-05,8.788383e-05,0.0,0.25,-1.6401348,-1.6579623,0.82031757,-4.388975,1.1987104,0.1283924843423801,1.1287497163602191,0.10229645093945736,0.5423644202403599,0.2637089494021393,0.8423202588060914,True,1 vs Rest,1,Rest
Eya1,0.9642,0.035800000000000054,3.293350579606588,0.00014181921,5.909736e-05,0.0,0.25,1.9454725,2.1327834,1.3656242,-4.038556,6.450246,0.5208768267223362,0.5914681189016774,0.3361169102296437,0.27188563648739894,1.4257560146104786,0.5480568269360692,True,1 vs Rest,1,Rest
Traf5,0.9642,0.035800000000000054,3.293350579606588,0.00020646324,6.460076e-05,0.0,0.25,1.8182492,1.8063588,0.99175185,-1.7398577,6.9429855,0.6858037578288071,0.76015429997715,0.43423799582463246,0.44719764011788354,1.8379383940002345,0.6343898108948731,True,1 vs Rest,1,Rest
Cnksr3,0.9642,0.035800000000000054,3.293350579606588,5.0356488e-05,1.5305466e-05,0.0,0.25,2.0158072,2.0104136,1.1171461,-2.3152237,6.0244236,0.18684759916492683,0.12598139323803262,0.15866388308977036,0.10002269117313554,0.48642349891416736,0.12032759936995034,True,1 vs Rest,1,Rest
Vwa1,0.9642,0.035800000000000054,3.293350579606588,6.299809e-05,1.9084155e-05,0.0,0.25,2.5756977,2.818129,1.6336789,-3.1865969,8.067265,0.2212943632567847,0.15035171318357432,0.1764091858037577,0.10306330837304485,0.5964991852566159,0.16743455219242626,True,1 vs Rest,1,Rest
Ostf1,0.9642,0.035800000000000054,3.293350579606588,4.734144e-05,0.00021676696,0.0,0.25,-1.9839476,-2.0697646,0.9964166,-5.0116196,1.5391588,0.22755741127348603,2.867619695938247,0.18893528183716052,0.7590651236665996,0.6494239845524146,2.150812869530454,True,1 vs Rest,1,Rest
Fst,0.964,0.03600000000000003,3.2875720887501396,0.0001550341,4.830635e-05,0.0,0.25,2.748897,2.8611822,2.2024739,-7.5583973,11.46272,0.6586638830897681,0.29022010437939494,0.31002087682672114,0.09616519174041478,1.7149828393594448,0.367090560609616,True,1 vs Rest,1,Rest
Egfr,0.964,0.03600000000000003,3.2875720887501396,0.00017508917,4.8821676e-05,0.0,0.25,2.230753,2.3088508,1.2627996,-2.274046,6.391265,0.6774530271398719,0.4447469934195068,0.41649269311064513,0.27683231223053195,1.7538414281921606,0.4011730477404926,True,1 vs Rest,1,Rest
Mmp14,0.964,0.03600000000000003,3.2875720887501396,0.00021203919,7.7003766e-05,0.0,0.25,1.5986128,1.5687094,0.8436526,-1.1634502,6.1318645,0.9237995824634612,0.9359201270704107,0.49373695198329587,0.4487406398909709,2.2753595337287873,0.7621237797151964,True,1 vs Rest,1,Rest
Ints13,0.9638,0.03620000000000001,3.2818244195070476,8.548411e-05,3.309519e-05,0.0,0.25,1.4502484,1.4162002,0.7253085,-1.2226105,5.4103804,0.2860125260960327,0.4132970274562672,0.22025052192066757,0.2997050147492387,0.7895791424074655,0.3308484260771793,True,1 vs Rest,1,Rest
Iqcn,0.9638,0.03620000000000001,3.2818244195070476,7.180307e-05,1.4182101e-05,0.0,0.25,2.4107573,2.4642258,1.564066,-3.7748804,9.044517,0.23382045929018758,0.1181756296800565,0.15240083507306895,0.08831404583617135,0.8027568874974225,0.10852030397810787,True,1 vs Rest,1,Rest
