feature_name,entropy,entropy_score,peak_cell_types,max_average_cell_type_expression,peak_tissue,max_average_tissue_expression,tau_score,tau_TRA_0.85,entropy_TRA_0.85,tau_TRA_0.9,entropy_TRA_0.9,tau_TRA_0.95,entropy_TRA_0.95
Fmo1,2.892321326573,0.3771725031146351,"bronchial smooth muscle cell,brush cell,endothelial cell of lymphatic vessel,epithelial cell of proximal tubule,kidney proximal convoluted tubule epithelial cell,kidney proximal straight tubule epithelial cell,smooth muscle cell of the pulmonary artery,vein endothelial cell",5.212482929229736,"kidney,pancreas",1.5352121591567993,0.7757744,False,False,False,False,False,False
Fmo2,3.126530396205688,0.3267383251251461,"adventitial cell,endocardial cell,fibroblast of connective tissue of prostate,fibroblast of lung,pancreatic stellate cell,pulmonary interstitial fibroblast",5.7919769287109375,heart,1.1207425594329834,0.7964692,False,False,False,False,False,False
Fmo6,1.5056413790353549,0.6757777765920882,"basal cell of prostate epithelium,basal epithelial cell of tracheobronchial tree,chondrocyte,epithelial cell",0.40370112657546997,"prostate gland,trachea",0.08777496963739395,0.9164191,True,True,True,True,False,False
Fmo3,1.280538962748503,0.7242509435223009,"basal epithelial cell of tracheobronchial tree,ciliated columnar cell of tracheobronchial tree,club cell,duct epithelial cell,epithelial cell,hepatocyte",1.4519081115722656,liver,0.5926848649978638,0.9378507,True,True,True,True,False,False
Prrx1,1.9394053581171773,0.5823717878284989,"chondrocyte,fibroblast,fibroblast of cardiac tissue,interstitial cell of ovary,leptomeningeal cell,mesenchymal stem cell,mesenchymal stem cell of adipose tissue,neuroendocrine cell,smooth muscle cell of trachea,stromal cell",2.5908775329589844,trachea,2.083690881729126,0.90558535,True,True,True,False,False,False
Gorab,3.7464170957389578,0.193252990049914,"Leydig cell,fibroblast of lung,interstitial cell of ovary,mesenchymal cell,mesothelial cell,native cell,neural progenitor cell,oocyte,oogonial cell,pulmonary interstitial fibroblast",0.29454705119132996,"mesonephros,ovary",0.26240718364715576,0.6522573,False,False,False,False,False,False
Mettl11b,1.1691768426531426,0.7482314708135137,"astrocyte,native cell",0.6930942535400391,"hypothalamus,primary motor cortex",0.044753775000572205,0.94419146,True,True,True,True,False,False
Kifap3,2.535081199975235,0.4540999771790494,"GABAergic neuron,ependymal cell,glutamatergic neuron,native cell,neuron,oligodendrocyte precursor cell,oocyte,pituitary gland cell,tanycyte",3.301187515258789,"diencephalon,hypothalamus,primary motor cortex",3.0929760932922363,0.81984764,False,False,False,False,False,False
Scyl3,4.140363307527721,0.1084212907702957,"astrocyte,ependymal cell,leptomeningeal cell,mural cell,native cell,oligodendrocyte,oligodendrocyte precursor cell,pericyte,pituitary gland cell,tanycyte",0.3623224198818207,"hypothalamus,primary motor cortex",0.2380526214838028,0.5706673,False,False,False,False,False,False
BC055324,1.4615950743055317,0.6852626320505342,"female germ cell,male germ cell,mesothelial cell,native cell,neural progenitor cell,oocyte,oogonial cell,primordial germ cell",0.520184338092804,"mesonephros,ovary",0.4475010335445404,0.9257543,True,True,True,True,False,False
Mettl18,2.8354700535731863,0.3894147584034603,"ependymal cell,microglial cell,mural cell,native cell,neuron,oocyte,pericyte,pituitary gland cell,tanycyte",0.23963557183742523,hypothalamus,0.12004483491182327,0.8175092,False,False,False,False,False,False
Sele,1.736316721140765,0.6261045454069079,"endocardial cell,endothelial cell,endothelial cell of hepatic sinusoid,fenestrated cell,kidney capillary endothelial cell,kidney cortex artery cell,mesangial cell,smooth muscle cell of the pulmonary artery,vein endothelial cell",0.6083461046218872,limb muscle,0.2722943127155304,0.9156213,True,True,True,True,False,False
Sell,2.723845573943935,0.4134517817451901,"B cell,CD4-positive, alpha-beta T cell,T cell,immature NK T cell,macrophage dendritic cell progenitor,mature NK T cell,monocyte,naive B cell,natural killer cell,neutrophil,precursor B cell,regulatory T cell",3.736313581466675,spleen,2.1766204833984375,0.83616805,False,False,False,False,False,False
Selp,0.723594215804028,0.8441824668478526,"endothelial cell,smooth muscle cell",2.9683094024658203,limb muscle,1.33564031124115,0.9635444,True,True,True,True,True,True
F5,2.289031468795944,0.5070839028486397,"basal epithelial cell of tracheobronchial tree,chondrocyte,epithelial cell,hepatocyte,prostate gland microvascular endothelial cell",1.8519967794418335,liver,0.7854505777359009,0.87452656,True,True,False,False,False,False
Slc19a2,3.078436479787809,0.3370947863187069,"hepatic stellate cell,hepatocyte",0.7107163071632385,liver,0.31670477986335754,0.81315947,False,False,False,False,False,False
Ccdc181,1.2387421051006402,0.7332514069173335,"female germ cell,oocyte,oogonial cell",0.9922748804092407,ovary,0.84163498878479,0.9428629,True,True,True,True,False,False
Blzf1,4.214795335029335,0.0923932260628862,"ependymal cell,leptomeningeal cell,mural cell,native cell,oocyte,pituitary gland cell,tanycyte",0.5265609622001648,"hypothalamus,ovary",0.3778233826160431,0.539678,False,False,False,False,False,False
Nme7,2.8777538800969675,0.380309431968743,"astrocyte,ependymal cell,leptomeningeal cell,native cell,neuron,oligodendrocyte precursor cell,pituitary gland cell,tanycyte",1.5723557472229004,"hypothalamus,primary motor cortex",0.6762678623199463,0.78361696,False,False,False,False,False,False
